`id_partido`; `id_temporada`;num_jornada; `ds_dia_semana`; `fe_fecha`;ds_hora; `id_equipo_local`;ds_nombre_local; `id_equipo_visitante`;ds_nombre_visitante; `ct_odds_local`; `ct_odds_empate`; `ct_odds_visitante`; `ct_goles_local`; `ct_goles_visitante`;BTTS; `ct_xg_local`; `ct_xg_visitante`; `ct_asistencia`; `ds_estadio_partido`; `ds_arbitro`;Entrenador local;Entrenador visitante; `ct_possesion_local`; `ct_possesion_visitante`; `num_remates_local`; `num_remates_visitante`; `num_remates_puerta_local`; `num_remates_puerta_visitante`; `num_remates_fuera_local`; `num_remates_fuera_visitante`; `num_tarjetas_local`; `num_tarjetas_visitante`; `num_corners_local_1p`; `num_corners_visitante_1p`; `num_corners_local_2p`; `num_corners_visitante_2p`;Total corners; `num_faltas_local`; `num_faltas_visitante`; `num_fueras_juego_local`; `num_fueras_juego_visitante`;Tajerata roja local;Tajerata roja visitante;Minuto primera tarjeta roja; `ds_formacion_local`; `ds_formacion_visitante`; `m_gol_1_loc`; `m_gol_2_loc`; `m_gol_3_loc`; `m_gol_4_loc`; `m_gol_5_loc`; `m_gol_6_loc`; `m_gol_7_loc`; `m_gol_8_loc`; `m_gol_9_loc`; `m_gol_10_loc`; `m_gol_11_loc`; `m_gol_12_loc`; `m_gol_1_vis`; `m_gol_2_vis`; `m_gol_3_vis`; `m_gol_4_vis`; `m_gol_5_vis`; `m_gol_6_vis`; `m_gol_7_vis`; `m_gol_8_vis`; `m_gol_9_vis`; `m_gol_10_vis`; `m_gol_11_vis`; `m_gol_12_vis`
230;2024-2025;23;NULL;10/02/2025;21:00;15;Mallorca;9;Osasuna;1.95;3.25;4.20;1;1;1;;;15378;Estadi Mallorca Son Moix;Adri√°n Cordero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
231;2024-2025;24;NULL;14/02/2025;21:00;4;Girona;2;Getafe;1.70;3.80;5.00;1;2;1;;;10354;Estadi Municipal de Montilivi;Alejandro Quintero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
232;2024-2025;24;NULL;15/02/2025;14:00;10;LeganÈs;6;AlavÈs;2.50;3.10;3.10;3;3;1;;;10681;Estadio Municipal de Butarque;Pablo Gonz√°lez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
233;2024-2025;24;NULL;15/02/2025;16:15;9;Osasuna;16;Real Madrid;5.50;4.20;1.55;1;1;1;;;2239;Estadio El Sadar;Jos√© Luis Munuera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
234;2024-2025;24;NULL;15/02/2025;18:30;20;AtlÈtico Madrid;5;Celta Vigo;1.45;4.33;7.50;1;1;1;;;64211;Riyadh Air Metropolitan Stadium;Juan Mart√≠nez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
235;2024-2025;24;NULL;15/02/2025;21:00;19;Villarreal;11;Valencia;1.80;3.75;4.20;1;1;1;;;19701;Estadio de la Cer√°mica;Ricardo de Burgos;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
236;2024-2025;24;NULL;16/02/2025;14:00;18;Espanyol;1;Athletic Club;3.40;3.30;2.20;1;1;1;;;26645;RCDE Stadium;Guillermo Cuadra;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
237;2024-2025;24;NULL;16/02/2025;16:15;17;Valladolid;8;Sevilla;2.60;3.20;2.80;0;4;0;;;22123;Estadio Municipal Jos√© Zorrilla;Javier Alberola;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
238;2024-2025;24;NULL;16/02/2025;18:30;15;Mallorca;7;Las Palmas;2.05;3.25;3.90;3;1;1;;;18475;Estadi Mallorca Son Moix;Miguel √Ångel Ortiz Arias;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
239;2024-2025;24;NULL;16/02/2025;21:00;3;Real Betis;13;Real Sociedad;2.30;3.40;3.10;3;0;0;;;48758;Estadio Benito Villamar√≠n;Jes√∫s Gil;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
240;2024-2025;24;NULL;17/02/2025;21:00;12;Barcelona;14;Rayo Vallecano;1.20;7.00;13.00;1;0;0;;;45296;Estadi Ol√≠mpic Llu√≠s Companys;Mario Melero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
241;2024-2025;25;NULL;21/02/2025;21:00;5;Celta Vigo;9;Osasuna;1.85;3.60;4.10;1;0;0;;;22005;Estadio Abanca Bala√≠dos;Jose Maria S√°nchez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
242;2024-2025;25;NULL;22/02/2025;14:00;6;AlavÈs;18;Espanyol;1.83;3.25;5.00;0;1;0;;;17068;Estadio de Mendizorroza;Juan Pulido;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
243;2024-2025;25;NULL;22/02/2025;16:15;14;Rayo Vallecano;19;Villarreal;2.90;3.50;2.30;0;1;0;;;13373;Campo de F√∫tbol de Vallecas;V√≠ctor Garc√≠a;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
244;2024-2025;25;NULL;22/02/2025;18:30;11;Valencia;20;AtlÈtico Madrid;4.20;3.40;1.91;0;3;0;;;46297;Estadio de Mestalla;Mateo Busquets;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
245;2024-2025;25;NULL;22/02/2025;21:00;7;Las Palmas;12;Barcelona;9.50;6.00;1.25;0;2;0;;;30746;Estadio de Gran Canaria;Adri√°n Cordero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
246;2024-2025;25;NULL;23/02/2025;14:00;1;Athletic Club;17;Valladolid;1.18;7.00;12.00;7;1;1;;;47715;San Mam√©s;C√©sar Soto;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;2024-2025;25;NULL;23/02/2025;16:15;16;Real Madrid;4;Girona;1.30;6.00;8.00;2;0;0;;;74028;Estadio Santiago Bernab√©u;Guillermo Cuadra;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
248;2024-2025;25;NULL;23/02/2025;18:30;2;Getafe;3;Real Betis;2.50;3.25;2.80;1;2;1;;;13964;Coliseum Alfonso P√©rez;Javier Alberola;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
249;2024-2025;25;NULL;23/02/2025;21:00;13;Real Sociedad;10;LeganÈs;1.53;3.75;7.50;3;0;0;;;22533;Reale Arena;Francisco Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;2024-2025;25;NULL;24/02/2025;21:00;8;Sevilla;15;Mallorca;2.05;3.20;3.80;1;1;1;;;35424;Estadio Ram√≥n S√°nchez Pizju√°n;Alejandro Mu√±√≠z;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
251;2024-2025;26;NULL;28/02/2025;21:00;17;Valladolid;7;Las Palmas;3.00;3.20;2.40;1;1;1;;;16024;Estadio Municipal Jos√© Zorrilla;Ricardo de Burgos;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
252;2024-2025;26;NULL;01/03/2025;14:00;4;Girona;5;Celta Vigo;2.10;3.50;3.40;2;2;1;;;11449;Estadi Municipal de Montilivi;Miguel √Ångel Ortiz Arias;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
253;2024-2025;26;NULL;01/03/2025;16:15;14;Rayo Vallecano;8;Sevilla;2.20;3.25;3.30;1;1;1;;;11947;Campo de F√∫tbol de Vallecas;Pablo Gonz√°lez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
254;2024-2025;26;NULL;01/03/2025;18:30;3;Real Betis;16;Real Madrid;4.50;3.90;1.70;2;1;1;;;55873;Estadio Benito Villamar√≠n;Alejandro Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
255;2024-2025;26;NULL;01/03/2025;21:00;20;AtlÈtico Madrid;1;Athletic Club;2.05;3.40;3.60;1;0;0;;;6381;Riyadh Air Metropolitan Stadium;Jes√∫s Gil;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
256;2024-2025;26;NULL;02/03/2025;14:00;10;LeganÈs;2;Getafe;2.80;2.63;3.00;1;0;0;;;10311;Estadio Municipal de Butarque;Alejandro Mu√±√≠z;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
257;2024-2025;26;NULL;02/03/2025;16:15;12;Barcelona;13;Real Sociedad;1.25;5.50;11.00;4;0;0;;;46324;Estadi Ol√≠mpic Llu√≠s Companys;Alejandro Quintero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
258;2024-2025;26;NULL;02/03/2025;18:30;15;Mallorca;6;AlavÈs;2.20;3.10;3.60;1;1;1;;;17702;Estadi Mallorca Son Moix;C√©sar Soto;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
259;2024-2025;26;NULL;02/03/2025;21:00;9;Osasuna;11;Valencia;2.25;3.10;3.30;3;3;1;;;1923;Estadio El Sadar;Mario Melero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
260;2024-2025;27;NULL;08/03/2025;14:00;5;Celta Vigo;10;LeganÈs;1.80;3.60;4.33;2;1;1;;;17326;Estadio Abanca Bala√≠dos;Isidro D√≠az de Mera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
261;2024-2025;27;NULL;08/03/2025;16:15;6;AlavÈs;19;Villarreal;2.60;3.30;2.70;1;0;0;;;16582;Estadio de Mendizorroza;Miguel √Ångel Ortiz Arias;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
262;2024-2025;27;NULL;08/03/2025;18:30;11;Valencia;17;Valladolid;1.95;3.00;4.50;2;1;1;;;4172;Estadio de Mestalla;Juan Pulido;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;2024-2025;27;NULL;09/03/2025;14:00;2;Getafe;20;AtlÈtico Madrid;4.20;3.50;1.90;2;1;1;;;12862;Coliseum Alfonso P√©rez;Guillermo Cuadra;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
264;2024-2025;27;NULL;09/03/2025;16:15;16;Real Madrid;14;Rayo Vallecano;1.30;5.75;9.50;2;1;1;;;7417;Estadio Santiago Bernab√©u;Francisco Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
265;2024-2025;27;NULL;09/03/2025;18:30;3;Real Betis;7;Las Palmas;1.61;4.24;5.53;1;0;0;;;49292;Estadio Benito Villamar√≠n;Jose Maria S√°nchez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
266;2024-2025;27;NULL;09/03/2025;18:30;1;Athletic Club;15;Mallorca;1.89;3.30;4.91;1;1;1;;;48203;San Mam√©s;Alejandro Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
267;2024-2025;27;NULL;09/03/2025;21:00;13;Real Sociedad;8;Sevilla;1.90;3.40;4.33;0;1;0;;;25478;Reale Arena;V√≠ctor Garc√≠a;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
268;2024-2025;27;NULL;10/03/2025;21:00;18;Espanyol;4;Girona;2.15;3.50;3.30;1;1;1;;;23997;RCDE Stadium;Adri√°n Cordero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
269;2024-2025;28;NULL;14/03/2025;21:00;7;Las Palmas;6;AlavÈs;3.20;3.10;2.45;2;2;1;;;17566;Estadio de Gran Canaria;Mario Melero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
270;2024-2025;28;NULL;15/03/2025;14:00;17;Valladolid;5;Celta Vigo;2.50;3.10;3.10;0;1;0;;;17521;Estadio Municipal Jos√© Zorrilla;V√≠ctor Garc√≠a;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
271;2024-2025;28;NULL;15/03/2025;16:15;15;Mallorca;18;Espanyol;2.10;3.25;3.75;2;1;1;;;1824;Estadi Mallorca Son Moix;Alejandro Quintero;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
272;2024-2025;28;NULL;15/03/2025;18:30;19;Villarreal;16;Real Madrid;2.05;3.40;3.60;1;2;1;;;20559;Estadio de la Cer√°mica;Jes√∫s Gil;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
273;2024-2025;28;NULL;15/03/2025;21:00;4;Girona;11;Valencia;1.85;3.50;4.50;1;1;1;;;10262;Estadi Municipal de Montilivi;Jos√© Luis Munuera;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
274;2024-2025;28;NULL;16/03/2025;14:00;10;LeganÈs;3;Real Betis;3.30;3.20;2.30;2;3;1;;;11691;Estadio Municipal de Butarque;C√©sar Soto;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
275;2024-2025;28;NULL;16/03/2025;16:15;8;Sevilla;1;Athletic Club;2.15;3.10;3.75;0;1;0;;;37016;Estadio Ram√≥n S√°nchez Pizju√°n;Juan Pulido;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
276;2024-2025;28;NULL;16/03/2025;18:30;9;Osasuna;2;Getafe;1.85;3.40;4.75;1;2;1;;;19611;Estadio El Sadar;Alejandro Hern√°ndez;;;NULL;NULL;NULL;NULL;NULL;NULL;#°VALOR!;#°VALOR!;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;;;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
